Global seed set to 42
Loading dataset from data_1...
Found 10 classes: ['0', '1', '2', '3', '4'] ...
Global seed set to 42
Loading dataset from data_2...
Found 100 classes: ['apple', 'aquarium_fish', 'baby', 'bear', 'beaver'] ...
Dataset loaded: 50000 images in 64.94 seconds.
Dataset loaded: 60000 images in 87.46 seconds.
Training on 48000, Validating on 12000
Training on 40000, Validating on 10000

Epoch 1/100 | Time: 169.8s | Loss: 4.5697 | Train Acc: 1.72%
--- Evaluating on Epoch 1 Val ---

Epoch 1/100 | Time: 223.6s | Loss: 0.8032 | Train Acc: 73.70%
--- Evaluating on Epoch 1 Val ---

Overall Accuracy: 3.55% (355/10000)
Class      Precision  Recall     F1-Score  
Overall Accuracy: 26.92% (2692/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.4747     0.5281     0.5000
1          0.2067     0.4624     0.2857
2          0.1170     0.1183     0.1176
3          0.0901     0.1124     0.1000
4          0.1389     0.1515     0.1449
5          0.1582     0.2925     0.2053
6          0.2414     0.1386     0.1761
7          0.3099     0.2292     0.2635
8          0.2785     0.2366     0.2558
9          0.5000     0.3667     0.4231
10         0.1585     0.1287     0.1421
11         0.3333     0.1083     0.1635
12         0.1774     0.3204     0.2284
13         0.1982     0.2157     0.2066
14         0.2297     0.1667     0.1932
15         0.2063     0.1150     0.1477
16         0.1806     0.1494     0.1635
17         0.3841     0.5575     0.4549
18         0.1789     0.2095     0.1930
19         0.2632     0.1485     0.1899
20         0.3716     0.5340     0.4382
21         0.2642     0.5258     0.3517
22         0.2537     0.1789     0.2099
23         0.3840     0.4660     0.4211
24         0.3694     0.4607     0.4100
25         0.2500     0.1111     0.1538
26         0.1406     0.0857     0.1065
27         0.1127     0.0899     0.1000
28         0.5714     0.2917     0.3862
29         0.1419     0.2333     0.1765
30         0.1745     0.4059     0.2440
31         0.3051     0.1875     0.2323
32         0.2727     0.1818     0.2182
33         0.1507     0.1392     0.1447
34         0.1739     0.1143     0.1379
35         0.2535     0.1782     0.2093
36         0.3429     0.3529     0.3478
37         0.2063     0.2342     0.2194
38         0.2131     0.1368     0.1667
39         0.1886     0.3468     0.2443
40         0.2059     0.3256     0.2523
41         0.5243     0.5192     0.5217
42         0.2308     0.1415     0.1754
43         0.1977     0.3617     0.2556
44         0.2069     0.1212     0.1529
45         0.1250     0.1163     0.1205
46         0.1667     0.1011     0.1259
47         0.4571     0.4404     0.4486
48         0.2121     0.5600     0.3077
49         0.5000     0.1650     0.2482
50         0.2045     0.0882     0.1233
51         0.1857     0.1368     0.1576
52         0.4823     0.7083     0.5738
53         0.3174     0.5521     0.4030
54         0.2857     0.4561     0.3514
55         0.0833     0.0108     0.0190
56         0.3333     0.3667     0.3492
57         0.3810     0.2353     0.2909
58         0.2543     0.4112     0.3143
59         0.4000     0.1593     0.2278
60         0.7264     0.7064     0.7163
61         0.4412     0.3371     0.3822
62         0.4267     0.3107     0.3596
63         0.3061     0.2885     0.2970
64         0.1818     0.0926     0.1227
65         0.1129     0.0707     0.0870
66         0.1250     0.0220     0.0374
67         0.2113     0.1685     0.1875
68         0.5116     0.6111     0.5570
69         0.5102     0.5376     0.5236
70         0.3000     0.0541     0.0916
71         0.3913     0.6848     0.4980
72         0.1509     0.1481     0.1495
73         0.3628     0.3534     0.3581
74         0.1190     0.0467     0.0671
75         0.3953     0.6126     0.4806
76         0.4737     0.2872     0.3576
77         0.1190     0.0500     0.0704
78         0.1970     0.1354     0.1605
79         0.2381     0.1531     0.1863
80         0.1200     0.0268     0.0438
81         0.2400     0.1224     0.1622
82         0.6522     0.4839     0.5556
83         0.1703     0.2870     0.2138
84         0.1565     0.1667     0.1614
85         0.3165     0.4151     0.3592
86         0.3929     0.3964     0.3946
87         0.2400     0.2093     0.2236
88         0.2000     0.0952     0.1290
89         0.2362     0.2830     0.2575
90         0.2500     0.1429     0.1818
91         0.1569     0.5543     0.2446
92         0.1077     0.0667     0.0824
93         0.1644     0.1188     0.1379
94         0.7083     0.4474     0.5484
95         0.2213     0.5773     0.3200
96         0.2788     0.3625     0.3152
97         0.1743     0.1776     0.1759
98         0.1748     0.2069     0.1895
99         0.2000     0.0667     0.1000
----------------------------------------
Macro Avg  0.2718     0.2687     0.2538


Epoch 32/100 | Time: 203.7s | Loss: 2.6548 | Train Acc: 33.19%
--- Evaluating on Epoch 32 Val ---

Epoch 27/100 | Time: 254.7s | Loss: 0.0353 | Train Acc: 98.90%
--- Evaluating on Epoch 27 Val ---

Overall Accuracy: 26.87% (2687/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.3475     0.5506     0.4261
1          0.3797     0.3226     0.3488
2          0.1122     0.1183     0.1152
3          0.0794     0.0562     0.0658
4          0.1935     0.1212     0.1491
5          0.2063     0.2453     0.2241
6          0.1557     0.1881     0.1704
7          0.2602     0.3333     0.2922
8          0.2385     0.3333     0.2780
9          0.3953     0.3778     0.3864
10         0.1842     0.0693     0.1007
11         0.4783     0.0917     0.1538
12         0.3038     0.2330     0.2637
13         0.2453     0.1275     0.1677
14         0.2222     0.2549     0.2374
15         0.1786     0.0442     0.0709
16         0.2692     0.1609     0.2014
17         0.3353     0.5044     0.4028
18         0.1378     0.2571     0.1794
19         0.1593     0.1782     0.1682
20         0.4435     0.5340     0.4846
21         0.2417     0.5979     0.3442
22         0.2059     0.2947     0.2424
23         0.3953     0.4951     0.4397
24         0.4308     0.3146     0.3636
25         0.1754     0.2469     0.2051
26         0.1231     0.0762     0.0941
27         0.1538     0.1798     0.1658
28         0.4556     0.4271     0.4409
29         0.2540     0.1778     0.2092
30         0.3818     0.2079     0.2692
31         0.1862     0.2812     0.2241
32         0.2192     0.1616     0.1860
33         0.0918     0.1139     0.1017
34         0.2273     0.0952     0.1342
35         0.1895     0.1782     0.1837
36         0.4493     0.3039     0.3626
37         0.2881     0.1532     0.2000
38         0.1690     0.1263     0.1446
39         0.4250     0.1371     0.2073
40         0.2963     0.0930     0.1416
41         0.4649     0.5096     0.4862
42         0.2254     0.1509     0.1808
43         0.1871     0.3085     0.2329
44         0.1818     0.1212     0.1455
45         0.2857     0.0698     0.1121
46         0.2273     0.1124     0.1504
47         0.4694     0.4220     0.4444
48         0.3763     0.3500     0.3627
49         0.5370     0.2816     0.3694
50         0.2222     0.0784     0.1159
51         0.1381     0.2632     0.1812
52         0.5288     0.5729     0.5500
53         0.3117     0.5000     0.3840
54         0.2857     0.2807     0.2832
55         0.0000     0.0000     0.0000
56         0.3299     0.3556     0.3422
57         0.2284     0.3627     0.2803
58         0.3077     0.3738     0.3376
59         0.3846     0.2212     0.2809
60         0.5845     0.7615     0.6614
61         0.2973     0.4944     0.3713
62         0.3071     0.3786     0.3391
63         0.3696     0.3269     0.3469
64         0.0667     0.0463     0.0546
65         0.1250     0.1111     0.1176
66         0.0580     0.0440     0.0500
67         0.2589     0.3258     0.2886
68         0.5299     0.5741     0.5511
69         0.4946     0.4946     0.4946
70         0.2287     0.3874     0.2876
71         0.4688     0.4891     0.4787
72         0.0714     0.0278     0.0400
73         0.3490     0.4483     0.3925
74         0.1439     0.1776     0.1590
75         0.3846     0.6306     0.4778
76         0.3237     0.4787     0.3863
77         0.0867     0.2600     0.1300
78         0.2353     0.0417     0.0708
79         0.1875     0.2449     0.2124
80         0.1429     0.0179     0.0317
81         0.2154     0.1429     0.1718
82         0.4231     0.5914     0.4933
83         0.2778     0.1852     0.2222
84         0.1250     0.0741     0.0930
85         0.2953     0.4151     0.3451
86         0.5185     0.2523     0.3394
87         0.2326     0.2326     0.2326
88         0.1854     0.2667     0.2188
89         0.2222     0.2453     0.2332
90         0.2031     0.1161     0.1477
91         0.3564     0.3913     0.3731
92         0.1449     0.0952     0.1149
93         0.2500     0.0990     0.1418
94         0.2471     0.7368     0.3700
95         0.6000     0.2165     0.3182
96         0.2205     0.5375     0.3127
97         0.2532     0.1869     0.2151
98         0.2045     0.1034     0.1374
99         0.0960     0.1143     0.1043
----------------------------------------
Macro Avg  0.2716     0.2686     0.2531


Overall Accuracy: 96.52% (11582/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9816     0.9808     0.9812
1          0.9847     0.9897     0.9872
2          0.9499     0.9717     0.9607
3          0.9739     0.9475     0.9605
4          0.9385     0.9814     0.9595
5          0.9514     0.9728     0.9620
6          0.9812     0.9804     0.9808
7          0.9653     0.9689     0.9671
8          0.9673     0.9334     0.9500
9          0.9545     0.9222     0.9380
----------------------------------------
Macro Avg  0.9648     0.9649     0.9647


Epoch 33/100 | Time: 257.0s | Loss: 2.6361 | Train Acc: 33.62%
--- Evaluating on Epoch 33 Val ---

Overall Accuracy: 27.08% (2708/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.4595     0.5730     0.5100
1          0.3069     0.3333     0.3196
2          0.1412     0.1290     0.1348
3          0.1207     0.0787     0.0952
4          0.1681     0.1919     0.1792
5          0.2258     0.1981     0.2111
6          0.1596     0.1485     0.1538
7          0.2571     0.2812     0.2687
8          0.1959     0.3118     0.2407
9          0.5769     0.3333     0.4225
10         0.1884     0.1287     0.1529
11         0.4000     0.2000     0.2667
12         0.2422     0.3010     0.2684
13         0.2193     0.2451     0.2315
14         0.1867     0.2745     0.2222
15         0.2063     0.1150     0.1477
16         0.1324     0.2069     0.1614
17         0.3131     0.5929     0.4098
18         0.1618     0.2095     0.1826
19         0.2239     0.1485     0.1786
20         0.5972     0.4175     0.4914
21         0.2194     0.5361     0.3114
22         0.2150     0.2421     0.2277
23         0.4681     0.4272     0.4467
24         0.4568     0.4157     0.4353
25         0.1852     0.1852     0.1852
26         0.1340     0.1238     0.1287
27         0.1176     0.1124     0.1149
28         0.5714     0.4167     0.4819
29         0.3091     0.1889     0.2345
30         0.2645     0.3168     0.2883
31         0.1950     0.3229     0.2431
32         0.1982     0.2222     0.2095
33         0.1163     0.2532     0.1594
34         0.1970     0.1238     0.1520
35         0.2131     0.1287     0.1605
36         0.5588     0.1863     0.2794
37         0.2895     0.0991     0.1477
38         0.2903     0.0947     0.1429
39         0.1624     0.3065     0.2123
40         0.2683     0.1279     0.1732
41         0.3237     0.5385     0.4043
42         0.1261     0.1415     0.1333
43         0.2564     0.2128     0.2326
44         0.1757     0.1313     0.1503
45         0.1463     0.0698     0.0945
46         0.1923     0.0562     0.0870
47         0.4737     0.4128     0.4412
48         0.1961     0.6000     0.2956
49         0.3974     0.3010     0.3425
50         0.2800     0.0686     0.1102
51         0.2258     0.2211     0.2234
52         0.4872     0.5938     0.5352
53         0.4023     0.3646     0.3825
54         0.2736     0.4825     0.3492
55         0.0909     0.0108     0.0192
56         0.3368     0.3556     0.3459
57         0.3587     0.3235     0.3402
58         0.3370     0.2897     0.3116
59         0.2534     0.3274     0.2857
60         0.7973     0.5413     0.6448
61         0.2556     0.5169     0.3420
62         0.3725     0.3689     0.3707
63         0.4000     0.2885     0.3352
64         0.2000     0.0833     0.1176
65         0.1346     0.0707     0.0927
66         0.0833     0.0769     0.0800
67         0.1886     0.3708     0.2500
68         0.6000     0.6667     0.6316
69         0.5065     0.4194     0.4588
70         0.3390     0.1802     0.2353
71         0.6452     0.4348     0.5195
72         0.1429     0.0926     0.1124
73         0.3846     0.3448     0.3636
74         0.2069     0.0561     0.0882
75         0.4304     0.6126     0.5056
76         0.3548     0.3511     0.3529
77         0.1444     0.1300     0.1368
78         0.1048     0.2500     0.1477
79         0.2468     0.1939     0.2171
80         0.3333     0.0446     0.0787
81         0.1736     0.2143     0.1918
82         0.4741     0.5914     0.5263
83         0.2252     0.2315     0.2283
84         0.1884     0.1204     0.1469
85         0.3613     0.4057     0.3822
86         0.4607     0.3694     0.4100
87         0.2059     0.2442     0.2234
88         0.1776     0.2571     0.2101
89         0.2527     0.2170     0.2335
90         0.2143     0.1071     0.1429
91         0.3838     0.4130     0.3979
92         0.1364     0.1143     0.1244
93         0.2432     0.0891     0.1304
94         0.5339     0.5526     0.5431
95         0.3365     0.3608     0.3483
96         0.4091     0.2250     0.2903
97         0.1435     0.3084     0.1958
98         0.1739     0.2299     0.1980
